"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter","P2","P1","Experimenter 2"
00:16:00.240,00:16:01.427,00:00:01.187,,,"two twenty",,
00:16:02.427,00:16:03.010,00:00:00.583,,,,"zero",
00:16:04.710,00:16:05.807,00:00:01.097,,,,"where is the calculator (laughter)",
00:16:07.000,00:16:09.828,00:00:02.828,,,"I don't know wait there's a bunch of other tools",,
00:16:09.828,00:16:11.784,00:00:01.956,,,"but we weren't told what those are",,
00:16:11.784,00:16:14.847,00:00:03.063,,,"so I'm guessing we're not supposed to use this",,
00:16:14.877,00:16:18.564,00:00:03.687,,,,"I wonder if I'm allowed to use this scratch paper",
00:16:20.364,00:16:24.506,00:00:04.142,,,"pause filler I don't know (inaudible) I'm pretty sure they want us to do it on the screen",,
00:16:24.985,00:16:25.752,00:00:00.767,,,,"I know this is hard",
00:16:26.321,00:16:27.700,00:00:01.379,,,"to stay for later",,
00:16:28.001,00:16:28.797,00:00:00.796,,,,"so they're coming",
00:16:30.997,00:16:32.638,00:00:01.641,,,"ya I will think on it too",,
00:16:33.040,00:16:33.770,00:00:00.730,,,,"eighty-eight",
00:16:40.489,00:16:42.056,00:00:01.567,,,"hey that's forty-four",,
00:16:45.356,00:16:49.897,00:00:04.541,,,"yeah use your pause filler actual pen like you can",,
00:16:50.570,00:16:51.140,00:00:00.570,,,,"yeah",
00:17:08.697,00:17:09.700,00:00:01.003,,,,"one twenty-two",
00:17:17.500,00:17:25.965,00:00:08.465,,,,"nope that's twenty-five I think",
00:17:25.965,00:17:26.165,00:00:00.200,,,"okay",,
00:17:26.815,00:17:29.158,00:00:02.343,,,,"I'm looking for an assembly in this thing",
00:17:29.940,00:17:30.310,00:00:00.370,,,"okay",,
00:17:34.137,00:17:37.858,00:00:03.721,,,,"okay yeah currently we're doing it right pause filler (laughter)",
00:17:37.958,00:17:39.864,00:00:01.906,,,"okay pause filler I can't tell if I'm in the frame",,
00:17:39.864,00:17:43.994,00:00:04.130,,,"because there's a warning sign like covering me up",,
00:17:43.994,00:17:45.860,00:00:01.866,,,"so sorry if you can't see me",,
00:17:45.860,00:17:46.848,00:00:00.988,,,,"yeah you're right in the middle",
00:17:46.848,00:17:47.646,00:00:00.798,,,,"so am I",
00:17:47.646,00:17:49.382,00:00:01.736,,,"okay good yeah you're good",,
00:17:49.382,00:17:54.259,00:00:04.877,,,,"cool I might need over here a little bit but that's just because I'm looking at those",
00:17:54.270,00:17:54.540,00:00:00.270,,,"okay",,
00:17:55.169,00:18:02.582,00:00:07.413,,,,"so yeah like do you think what I have is like twelve y twelve y equals twenty-four so",
00:18:02.582,00:18:04.907,00:00:02.325,,,,"and I'm just going twelve over twelve",
00:18:04.907,00:18:07.371,00:00:02.464,,,"yeah that's like basically what ours is",,
00:18:09.087,00:18:12.240,00:00:03.153,,,"so do we do it right so far at least the dividing by forty-four",,
00:18:12.559,00:18:12.809,00:00:00.250,,,,"yeah",
00:18:13.410,00:18:13.680,00:00:00.270,,,"okay",,
00:18:14.538,00:18:18.027,00:00:03.489,,,,"that's just pretty much how many time forty-four I can go with that",
00:18:18.576,00:18:26.149,00:00:07.573,,,"okay okay so forty-four plus forty-four it's eighty-eight and then eighty-eight",,
00:18:26.528,00:18:27.994,00:00:01.466,,,"that's forty-four",,
00:18:28.553,00:18:30.389,00:00:01.836,,,"is there a faster way to do this",,
00:18:30.518,00:18:32.861,00:00:02.343,,,,"I wish calculator up (laughter)",
00:18:33.861,00:18:34.450,00:00:00.589,,,"yeah",,
00:18:40.450,00:18:43.978,00:00:03.528,,,,"one seventy-six equals forty-four",
00:18:45.395,00:18:46.941,00:00:01.546,,,"here okay",,
00:18:49.029,00:18:50.503,00:00:01.474,,,,"another four so far so",
00:18:51.461,00:18:53.995,00:00:02.534,,,"okay yeah you're closer than I am",,
00:18:53.995,00:18:55.711,00:00:01.716,,,"so I guess I'll wait",,
00:19:06.437,00:19:06.914,00:00:00.477,,,,"I got it",
00:19:07.683,00:19:09.211,00:00:01.528,,,"yeah okay how much is it",,
00:19:09.600,00:19:12.683,00:00:03.083,,,,"so for me I just want the (inaudible) though (laughter)",
00:19:13.883,00:19:15.241,00:00:01.358,,,"okay what do you",,
00:19:29.041,00:19:31.122,00:00:02.081,,,,"so I think it's either five or six ",
00:19:32.060,00:19:32.320,00:00:00.260,,,"hmm",,
00:19:33.600,00:19:34.230,00:00:00.630,,,,"I'm fine with",
00:19:34.322,00:19:36.068,00:00:01.746,,,"ya one seems more reasonable",,
00:19:40.051,00:19:40.569,00:00:00.518,,,,"five",
00:19:40.998,00:19:48.521,00:00:07.523,,,"okay so five go right here and how many five times was it exactly",,
00:19:49.919,00:19:52.832,00:00:02.913,,,"do you remember what five times forty-four was",,
00:19:53.620,00:19:54.998,00:00:01.378,,,,"I'm double-checking that now",
00:19:55.260,00:19:55.620,00:00:00.360,,,"okay",,
00:20:08.598,00:20:09.995,00:00:01.397,,,,"it sounds like it",
00:20:20.768,00:20:25.158,00:00:04.390,,,"you do write it down as we're doing the problem is what I'm asking",,
00:20:25.158,00:20:27.892,00:00:02.734,,,"and did it fit into it exactly",,
00:20:27.892,00:20:30.855,00:00:02.963,,,"because if it did then it's two hundred and twenty",,
00:20:31.164,00:20:33.659,00:00:02.495,,,,"because I just went like forty-four (inaudible) pause filler",
00:20:38.588,00:20:41.022,00:00:02.434,,,,"yeah I need to talk",
00:20:41.401,00:20:45.093,00:00:03.692,,,,"oh add twenty-five great job",
00:20:45.791,00:20:47.218,00:00:01.427,,,"there we go it's back",,
00:20:47.617,00:20:50.670,00:00:03.053,,,,"so I just went like forty-four plus forty-four equals eighty-eight",
00:20:50.750,00:20:53.124,00:00:02.374,,,,"so I want eighty-eight plus eighty-eight which would be four",
00:20:53.124,00:20:54.731,00:00:01.607,,,,"then I added another forty-four so",
00:20:54.731,00:21:03.541,00:00:08.810,,,"so the fifth one the fifth forty-four that you added what you end up with was that exactly two hundred and twenty",,
00:21:04.349,00:21:05.746,00:00:01.397,,,,"yeah I'm still checking it now one sec",
00:21:05.746,00:21:11.223,00:00:05.477,,,"okay because if it was then we can just write two hundred twenty",,
00:21:11.223,00:21:12.999,00:00:01.776,,,"and then you're left with no remainder",,
00:21:12.999,00:21:16.272,00:00:03.273,,,"and so your answer is that's",,
00:21:16.691,00:21:17.853,00:00:01.162,,,"I don't know what I did",,
00:21:21.081,00:21:26.888,00:00:05.807,,,"so then the answer would be five if it if it fits exactly is what I'm saying",,
00:21:26.588,00:21:27.384,00:00:00.796,,,,"I think it's five",
00:21:28.384,00:21:31.218,00:00:02.834,,,"yeah because you'd subtract this",,
00:21:31.268,00:21:32.365,00:00:01.097,,,"I don't know what I'm doing",,
00:21:32.365,00:21:35.059,00:00:02.694,,,,"I keep messing up on pens my pen",
00:21:35.957,00:21:40.956,00:00:04.999,,,"okay so that one would be five right yeah",,
00:21:40.956,00:21:45.605,00:00:04.649,,,,"x equals five maybe (laughter) we hope",
00:21:47.205,00:21:48.469,00:00:01.264,,," let's just move on",,
00:21:55.448,00:22:06.010,00:00:10.562,,,"okay I think I get how to do this just tell me like what comes to mind or what how you would explain how to do it",,
00:22:06.570,00:22:09.310,00:00:02.740,,,,"I'm trying to find the specific thing over here ",
00:22:09.370,00:22:09.960,00:00:00.590,,,"okay",,
00:22:13.373,00:22:14.110,00:00:00.737,,,"oh my gosh",,
00:22:20.649,00:22:31.990,00:00:11.341,,,,"okay so (inaudible) so we can start this problem",
00:22:32.120,00:22:33.753,00:00:01.633,,,,"I have no clue what I'm doing",
00:22:37.542,00:22:45.619,00:00:08.077,,,"I am not I don't know if I'm supposed to help you or like if I know it I don't know if I'm supposed to help you or wait until I'm tutoring you",,
00:22:46.419,00:22:47.207,00:00:00.788,,,"I'm not sure",,
00:22:46.507,00:22:47.664,00:00:01.157,,,,"right now I'm tutoring you",
00:22:47.664,00:22:49.370,00:00:01.706,,,,"so I guess I know what I'm doing",
00:22:49.460,00:22:53.890,00:00:04.430,,,"yeah so I guess I'll just listen hands off",,
00:22:55.496,00:22:58.799,00:00:03.303,,,,"I'm trying to solve it my mind first to see if I get it that's all",
00:22:58.959,00:23:02.411,00:00:03.452,,,"yeah well you can write it down as you go if you want",,
00:23:02.411,00:23:04.985,00:00:02.574,,,,"like I don't think there's anything wrong with that",
00:23:12.785,00:23:15.291,00:00:02.506,,,,"I have memorial theme songs stuck on my hand",
00:23:15.291,00:23:16.608,00:00:01.317,,,"I know I feel like coming",,
00:23:16.608,00:23:20.220,00:00:03.612,,,"and I'm like wait everyone there's a mic on me",,
00:23:20.460,00:23:21.457,00:00:00.997,,,"I probably shouldn't",,
00:23:27.484,00:23:31.973,00:00:04.489,,,,"so I guess you'd have to cross cancel the negative number",
00:23:32.452,00:23:32.851,00:00:00.399,,,"yeah",,
00:23:33.839,00:23:37.670,00:00:03.831,,,,"so like minus nine plus nine and then forty-one plus nine",
00:23:39.399,00:23:39.777,00:00:00.378,,,"okay",,
00:23:42.937,00:23:43.236,00:00:00.299,,,,"maybe",
00:23:43.936,00:23:45.969,00:00:02.033,,,"so you want to write that or do you want me to",,
00:23:47.169,00:23:48.466,00:00:01.297,,,,"pause filler you because you're a lot better at this (laughter)",
00:23:48.586,00:23:49.953,00:00:01.367,,,,"you're a lot better at writing",
00:23:49.953,00:23:53.275,00:00:03.322,,,"okay so you say what do you want me to write again",,
00:23:53.275,00:23:56.218,00:00:02.943,,,,"it's like cross cancel this one",
00:23:56.268,00:23:58.683,00:00:02.415,,,"so cancel out the negative nine is what you're saying",,
00:23:58.683,00:23:59.690,00:00:01.007,,,,"yeah pretty much",
00:23:59.690,00:24:12.302,00:00:12.612,,,"okay so you would do add negative nine and you have to do that to each side right",,
00:24:12.702,00:24:13.529,00:00:00.827,,,,"I think",
00:24:14.946,00:24:16.040,00:00:01.094,,,"I'm sorry I don't want to like",,
00:24:16.110,00:24:16.888,00:00:00.778,,,,"I'm looking at them",
00:24:22.888,00:24:26.046,00:00:03.158,,,"okay now what does it say to do or what do you want me to do",,
00:24:27.946,00:24:36.198,00:00:08.252,,,,"I guess when you kind of divide because you're doing thirteen p which is thirteen times p",
00:24:36.307,00:24:38.023,00:00:01.716,,,"yeah so",,
00:24:38.093,00:24:46.714,00:00:08.621,,,,"it's like divided by five or for us it would be thirteen so forty-one divided by thirteen and thirteen divided thirteen",
00:24:46.714,00:24:48.280,00:00:01.566,,,"I'm trying to write on this",,
00:24:50.724,00:24:53.398,00:00:02.674,,,"so that's thats yeah okay",,
00:24:54.646,00:24:56.721,00:00:02.075,,,"so we should probably do this",,
00:24:57.970,00:25:00.523,00:00:02.553,,,"because I wrote it down but we didn't actually do it",,
00:25:00.772,00:25:06.030,00:00:05.258,,,"so we're left with thirteen oh my gosh",,
00:25:11.330,00:25:14.530,00:00:03.200,,,"so after we do the first step you told me to do",,
00:25:14.750,00:25:26.914,00:00:12.164,,,"I get thirteen p equals forty-one after that we were six",,
00:25:26.763,00:25:29.347,00:00:02.584,,,,"well you have to add nine to forty-one",
00:25:29.456,00:25:31.451,00:00:01.995,,,,"so that would technically be fifty now",
00:25:32.051,00:25:34.030,00:00:01.979,,,"oh right you're right I forgot to do that",,
00:25:39.573,00:25:50.838,00:00:11.265,,,"see this is what tutors are for it remind you skip something yeah so I'm adding negative nine which is basically just subtracting nine right",,
00:25:51.796,00:25:53.592,00:00:01.796,,,,"well you're adding nine",
00:25:53.592,00:25:56.864,00:00:03.272,,,,"because minus nine wouldn't if you subtracted it it would be",
00:25:58.351,00:25:59.538,00:00:01.187,,,"so you want me to add nine",,
00:25:59.568,00:26:03.220,00:00:03.652,,,,"minus fifteen so minus nine plus nine and then forty-one plus nine",
00:26:03.709,00:26:04.337,00:00:00.628,,,"so fifty",,
00:26:05.016,00:26:05.315,00:00:00.299,,,,"yeah",
00:26:05.415,00:26:07.001,00:00:01.586,,,"is that what you're saying okay so",,
00:26:07.001,00:26:08.717,00:00:01.716,,,,"the hand minus",
00:26:08.717,00:26:11.012,00:00:02.295,,,"okay (inaudible) that to make it fifty",,
00:26:12.588,00:26:16.689,00:00:04.101,,,"pause filler that's a really bad fifty but what we're doing and then",,
00:26:16.769,00:26:21.388,00:00:04.619,,,,"so then thirteen p you have to divide thirteen by forty-one",
00:26:21.927,00:26:23.934,00:00:02.007,,,"yeah this is getting really crooked",,
00:26:23.934,00:26:26.367,00:00:02.433,,,"you have to tilt your head to see it",,
00:26:26.367,00:26:27.300,00:00:00.933,,,"but that's okay pause filter",,
00:26:32.214,00:26:38.290,00:00:06.076,,,"yeah so then that gives us p equals",,
00:26:38.480,00:26:56.688,00:00:18.208,,,"how many time does thirteen go into fifty and fifteen twenty-six right fifteen twenty-six thirty-nine twenty-two forty-five",,
00:26:58.713,00:27:02.170,00:00:03.457,,,,"you can go to forty-two but then if you add forty-two plus ",
00:27:02.355,00:27:04.660,00:00:02.305,,,"yeah so that's four right",,
00:27:02.570,00:27:04.306,00:00:01.736,,,,"thirteen it will be forty-five so",
00:27:05.760,00:27:06.040,00:00:00.280,,,,"yeah",
00:27:06.190,00:27:07.307,00:00:01.117,,,"okay so",,
00:27:07.134,00:27:08.052,00:00:00.918,,,,"so you have a remainder",
00:27:09.469,00:27:11.305,00:00:01.836,,,"yeah but I'm pretty sure",,
00:27:11.305,00:27:13.979,00:00:02.674,,,"like with the problems that I did on the paper it is simplified",,
00:27:15.226,00:27:18.429,00:00:03.203,,,"so I don't know what they want me to do",,
00:27:19.929,00:27:21.382,00:00:01.453,,,"oh I can see myself now",,
00:27:21.382,00:27:22.899,00:00:01.517,,,"okay now I can't",,
00:27:23.048,00:27:24.186,00:00:01.138,,,"it went back",,
00:27:24.186,00:27:25.752,00:00:01.566,,,"now I can see the tip of my head",,
00:27:25.752,00:27:26.351,00:00:00.599,,,"so I could not (inaudible)",,
00:27:26.351,00:27:29.753,00:00:03.402,,,"I think we just leave it at that right",,
00:27:30.821,00:27:34.941,00:00:04.120,,,"or should we add the remainder or write down the remainder",,
00:27:36.867,00:27:40.738,00:00:03.871,,,,"well the remainder would be pause filler eight so",
00:27:41.757,00:27:43.432,00:00:01.675,,,"can I just like write r",,
00:27:44.330,00:27:45.078,00:00:00.748,,,"this is what I",,
00:27:45.078,00:27:46.555,00:00:01.477,,,,"yeah that's before eight",
00:27:46.854,00:27:51.693,00:00:04.839,,,"this is what I was taught to do I don't know if (inaudible) this right page six",,
00:27:52.821,00:27:53.699,00:00:00.878,,,"this is similar",,
00:27:54.899,00:27:55.614,00:00:00.715,,,,"an easy one",
00:27:56.130,00:27:56.520,00:00:00.390,,,"yeah",,
00:28:01.073,00:28:04.260,00:00:03.187,,,,"so got to start making this got to start making ",
00:28:24.910,00:28:25.450,00:00:00.540,,"how is it going",,,
00:28:28.799,00:28:29.417,00:00:00.618,,,"okay",,
00:28:36.046,00:28:39.010,00:00:02.964,,"pause filler we're going to take a little bit of break though",,,
00:28:39.010,00:28:39.489,00:00:00.479,,,"okay",,
00:28:42.010,00:28:53.008,00:00:10.998,,"pause filler and a little break pause filler to (inaudible) and hang out and decompress for the math for two minutes and then we'll be back",,,
00:28:54.260,00:28:54.840,00:00:00.580,,,"okay",,
00:28:55.728,00:28:56.835,00:00:01.107,,,,,"so we have the same thing"
00:28:56.905,00:28:58.681,00:00:01.776,,,,,"but the roles are reversed"
00:28:59.120,00:29:00.784,00:00:01.664,,,,,"and you'll be in black now"
00:29:01.483,00:29:01.603,00:00:00.120,,,,"yay",
00:29:02.582,00:29:08.080,00:00:05.498,,,,,"pause filler but I think we actually need to place a couple more of paper on this"
00:29:08.080,00:29:09.895,00:00:01.815,,,,,"pause filler so here do it fills"
00:29:10.714,00:29:11.861,00:00:01.147,,,,,"and do you have braces on mouth"
00:29:12.071,00:29:12.470,00:00:00.399,,,,"kind of",
00:29:13.168,00:29:15.104,00:00:01.936,,,,,"are you able to eat these"
00:29:15.602,00:29:16.700,00:00:01.098,,,,"I'm not sure",
00:29:17.129,00:29:18.516,00:00:01.387,,,,"I'm might have to ask mom",
00:29:19.404,00:29:20.691,00:00:01.287,,,,"because I know like it stuck majorly",
00:29:20.761,00:29:22.686,00:00:01.925,,,,"but I'm not sure how it will come out",
00:29:23.245,00:29:26.258,00:00:03.013,,,,,"I don't recall these though like being stuck in my braces pause filler"
00:29:28.324,00:29:29.730,00:00:01.406,,,,"well I have springs though fun",
00:29:31.746,00:29:32.424,00:00:00.678,,"oh the springs",,,
00:29:33.123,00:29:33.382,00:00:00.259,,,,"yeah (laughter)",
00:29:33.811,00:29:44.888,00:00:11.077,,,,,"pause filler I'll just try to work on something on our time I'm not sure if (inaudible) unfortunately"
00:29:45.880,00:29:46.370,00:00:00.490,,,,"I am good",
00:29:46.952,00:29:49.276,00:00:02.324,,,"I don't want to eat mine in front of you then",,
00:29:49.545,00:29:51.182,00:00:01.637,,,,"I'm good you go ahead",
00:29:51.182,00:29:52.002,00:00:00.820,,,"okay I don't want to be",,
00:29:55.572,00:29:56.420,00:00:00.848,,,"so now we've made again",,
00:29:56.420,00:29:58.485,00:00:02.065,,,"that was it that was it (inaudible)",,
00:29:58.485,00:30:01.518,00:00:03.033,,,"I thought it would be like a stuff I didn't know",,
00:30:01.788,00:30:03.214,00:00:01.426,,,"but I knew it",,
00:30:03.214,00:30:04.262,00:00:01.048,,,"and you were the teacher so",,
00:30:07.062,00:30:07.974,00:00:00.912,,,,"I'm not a good teacher",
00:30:09.802,00:30:15.147,00:00:05.345,,,"because like what if I'm usually bad at maths",,
00:30:15.147,00:30:18.806,00:00:03.659,,,"so when I find that I was going to do so I was looking",,
00:30:19.506,00:30:25.394,00:00:05.888,,,"oh I'm like bad at math this isn't going to be good and then I thought well actually it's probably help to",,
00:30:25.394,00:30:26.611,00:00:01.217,,,"like I'm bad at math",,
00:30:26.761,00:30:31.151,00:00:04.390,,,"because then I can figure out how to teach so many bit if they are anyway but",,
00:30:31.151,00:30:32.159,00:00:01.008,,,,"it is nine o two p.m. pause filler",
00:30:33.459,00:30:35.930,00:00:02.471,,,"really mine says eight twenty-five twenty-four",,
00:30:35.930,00:30:36.908,00:00:00.978,,,,"mine says nine o two",
00:30:38.943,00:30:40.589,00:00:01.646,,,,"who's right",
00:30:38.990,00:30:39.460,00:00:00.470,,,"well",,
00:30:40.659,00:30:43.353,00:00:02.694,,,"I got here seventy thirty",,
00:30:44.171,00:30:48.024,00:00:03.853,,,"I don't think we have been here for an hour and a half I don't know",,
00:30:48.524,00:30:48.883,00:00:00.359,,,,"I don't know",
00:30:49.591,00:30:51.355,00:00:01.764,,,"let's compromise and stay in the middle",,
00:30:51.455,00:30:51.844,00:00:00.389,,,,"yeah (laughter)",
00:31:00.524,00:31:01.233,00:00:00.709,,,"oh no it fell",,
00:31:04.066,00:31:05.433,00:00:01.367,,,"pause filler is there a trash",,
00:31:07.159,00:31:10.332,00:00:03.173,,,"oh well just leave it there for now",,
00:31:10.521,00:31:11.720,00:00:01.199,,,,"thirty-second rule ",
00:31:18.386,00:31:20.560,00:00:02.174,,,,"I don't know why my eye keep twitching",
00:31:21.240,00:31:23.422,00:00:02.182,,,"mm-hmm maybe its ray from the screen",,
00:31:25.060,00:31:27.243,00:00:02.183,,,,"this is like the one eye sort of twitch (inaudible)",
00:31:28.012,00:31:29.249,00:00:01.237,,,"huh that's weird",,
00:31:30.237,00:31:32.212,00:00:01.975,,,,"my bangs are long",
00:31:34.912,00:31:35.759,00:00:00.847,,,,"I don't know",
00:31:37.459,00:31:41.545,00:00:04.086,,,"do you usually like wear glasses because that makes no sense",,
00:31:44.903,00:31:46.440,00:00:01.537,,,,"my eyes twitches sometimes I noticed",
00:31:47.278,00:31:47.620,00:00:00.342,,,"yeah it's not like something major like going partially blind or something",,
00:31:51.720,00:31:56.227,00:00:04.507,,,"it's not like something major like going partially blind or something so I wouldn't be worried about it",,
00:31:56.797,00:31:57.257,00:00:00.460,,,,"ah (laughter)",
00:31:59.146,00:32:02.309,00:00:03.163,,,"my eye is twitching somebody call the ambulance",,
00:32:03.150,00:32:04.360,00:00:01.210,,,"its just a twitch",,
00:32:05.086,00:32:07.743,00:00:02.657,,,,"yeah I know it's not (inaudible) it's just annoying",
00:32:13.520,00:32:15.840,00:00:02.320,,,,"yeah I have no idea what to do right now",
00:32:16.093,00:32:16.602,00:00:00.509,,,"me neither",,
00:32:24.602,00:32:27.800,00:00:03.198,,,,"this is like standing in a room with somebody you know it's just like what do I do",
00:32:27.900,00:32:29.691,00:00:01.791,,,"you're not even standing in a room",,
00:32:29.691,00:32:31.876,00:00:02.185,,,"we're in different rooms",,
00:32:31.376,00:32:32.051,00:00:00.675,,,,"what do we do",
00:32:32.160,00:32:33.288,00:00:01.128,,,,"I know it's just",
00:32:34.008,00:32:39.908,00:00:05.900,,,"like I'm not going to do this but (inaudible) on that wall and you could hear me because I'm pretty sure you're in that room I could be wrong",,
00:32:41.026,00:32:41.774,00:00:00.748,,,,"I'll scream",
00:32:43.774,00:32:48.420,00:00:04.646,,,"I'm pretty sure we just hear each other super loud due to the earphone",,
00:32:47.355,00:32:47.624,00:00:00.269,,,,"yeah",
00:32:48.880,00:32:49.800,00:00:00.920,,,"uh headphone",,
00:32:52.390,00:32:53.440,00:00:01.050,,,,"I dont know",
00:32:55.393,00:32:56.610,00:00:01.217,,,"okay we could ask questions",,
00:32:57.049,00:32:59.324,00:00:02.275,,,"like whenever there's a new year it appears",,
00:32:59.324,00:33:03.544,00:00:04.220,,,"we would have these like me like each other",,
00:33:04.614,00:33:08.993,00:00:04.379,,,"and they ask questions that you usually wouldn't ask in real life but",,
00:33:08.563,00:33:08.693,00:00:00.130,,,,"oh god",
00:33:09.893,00:33:13.751,00:00:03.858,,,"and people like okay now I can't even think of the questions",,
00:33:13.751,00:33:19.456,00:00:05.705,,,"but they're just commonly questions like what's your favorite subject or what are your hobbies but",,
00:33:20.256,00:33:20.646,00:00:00.390,,,,"oh yeah",
00:33:21.873,00:33:25.944,00:00:04.071,,,"and it's not like people walk up to you",,
00:33:26.213,00:33:28.715,00:00:02.502,,,"what is your favourite school subject (laughter)",,
00:33:32.415,00:33:36.130,00:00:03.715,,,,"I really don't know why people think that like it's cool to say like how's your school",
00:33:36.130,00:33:39.463,00:00:03.333,,,,"and I'm like I sat here bored as always what's",
00:33:40.121,00:33:40.281,00:00:00.160,,,"yeah",,
00:33:41.191,00:33:42.895,00:00:01.704,,,,"this is like we're expected to be",
00:33:43.164,00:33:45.579,00:00:02.415,,,,"people don't just stop by pause filler (laughter)",
00:33:48.099,00:33:51.595,00:00:03.496,,,"well yeah I'm like pretty constant",,
00:33:51.595,00:33:52.683,00:00:01.088,,,"so then you ask",,
00:33:53.112,00:33:55.087,00:00:01.975,,,"and they ask is there anything new in school",,
00:33:55.087,00:34:01.203,00:00:06.116,,,"and you're like no probably never will be until I hit like the hard stuff",,
00:34:01.443,00:34:03.887,00:00:02.444,,,"like high school that would be new",,
00:34:04.887,00:34:05.763,00:00:00.876,,,,"yeah that would be fun",
00:34:05.763,00:34:06.485,00:00:00.722,,,"yeah kind of new",,
00:34:10.885,00:34:17.935,00:00:07.050,,,,"how bad my grades this year I'm going to  I have a C in math others are all As",
00:34:19.673,00:34:21.947,00:00:02.274,,,"I'm about teach you so it will be okay",,
00:34:23.847,00:34:26.775,00:00:02.928,,,,"it's really because I got a really bad grade in the first quarter",
00:34:26.775,00:34:31.135,00:00:04.360,,,,"and then you're just trying to work that up I've got an 80%",
00:34:30.954,00:34:31.978,00:00:01.024,,"okay so we're getting started again",,,
00:34:41.607,00:34:42.559,00:00:00.952,,,"I don't want to like whither",,
00:34:42.559,00:34:46.959,00:00:04.400,,"no no it makes you (inaudible) thank you pause filler okay",,,
00:34:46.989,00:34:49.973,00:00:02.984,,"pause filler so you're the tutor",,,
00:34:49.973,00:34:51.699,00:00:01.726,,"you're already in green",,,
00:34:52.108,00:34:55.690,00:00:03.582,,"so as the tutor just make sure you're not (inaudible) and",,,
00:34:55.789,00:34:57.226,00:00:01.437,,,"just telling her on what to do",,
00:34:57.226,00:35:00.968,00:00:03.742,,"pause filler helping her figure out teaching her exactly I think pause filler",,,
00:35:00.968,00:35:02.165,00:00:01.197,,"and if you're writing",,,
00:35:02.165,00:35:04.619,00:00:02.454,,"that is just like circling up (inaudible)",,,
00:35:05.128,00:35:13.170,00:00:08.042,,,"okay should I pause filler like should I tell her like what to do and have her like solve it or",,
00:35:13.409,00:35:14.517,00:00:01.108,,,"I'm not really sure",,
00:35:14.517,00:35:15.345,00:00:00.828,,"that's up to you",,,
00:35:15.345,00:35:17.640,00:00:02.295,,"so you tutor her however you feel comfortable",,,
00:35:17.640,00:35:20.832,00:00:03.192,,"pause filler but you cannot just give her the answers",,,
00:35:20.832,00:35:23.060,00:00:02.228,,"tell her how you learn and understand how to do it",,,
00:35:23.100,00:35:23.390,00:00:00.290,,,"ya",,
00:35:24.090,00:35:24.470,00:00:00.380,,"okay",,,
00:35:24.530,00:35:24.950,00:00:00.420,,,"okay",,
00:35:26.106,00:35:28.478,00:00:02.372,,"so (inaudible) take about fifteen to twenty minutes",,,
00:35:28.478,00:35:28.837,00:00:00.359,,,"okay",,
00:35:32.337,00:35:40.168,00:00:07.831,,,"okay so pause filler what you always want to make sure is that the variable is on one side",,
00:35:40.168,00:35:42.234,00:00:02.066,,,"because it just makes it easier",,
00:35:42.294,00:35:46.384,00:00:04.090,,,"and I always split it down the middle on the equals sign like that",,
00:35:47.584,00:35:48.180,00:00:00.596,,,"I don't know why",,
00:35:48.350,00:35:52.391,00:00:04.041,,,"it just makes it easier to like know what to do to one side (inaudible)",,
00:35:52.431,00:35:58.457,00:00:06.026,,,"and so what would your first guess be when you want to do this",,
00:35:59.465,00:36:01.650,00:00:02.185,,,"because they said not to give you the answers",,
00:36:01.799,00:36:03.386,00:00:01.587,,,"so I don't want to just do it",,
00:36:03.605,00:36:05.145,00:00:01.540,,,,"I'm just working on my head that's all",
00:36:05.470,00:36:05.900,00:00:00.430,,,"okay",,
